501, -41, -0.19, 0.04, -0.7, -12, 1, -0.005, -0.1, -0.0008, -0.0008, -0.0008, -0.0009, 0.0000, 0.0000, 0.0001, 0.0000, -0.0009, 0.022
556, -25, -0.08, 0.03, -0.9, -12, 4, 0.009, -0.3, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.025
-131, 12, 0.06, 0.19, 0.1, -11, -15, -0.010, -0.2, -0.0009, -0.0009, -0.0009, -0.0009, 0.0000, 0.0000, 0.0000, 0.0000, -0.0009, 0.023
-275, 2, -0.13, 0.07, 0.0, -11, -4, -0.008, 0.2, -0.0008, -0.0008, -0.0008, -0.0009, 0.0000, 0.0000, 0.0001, 0.0000, -0.0009, 0.022
-130, -15, -0.20, 0.02, -0.9, -12, 4, -0.001, -0.1, -0.0008, -0.0008, -0.0008, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, -0.0008, 0.020
199, -14, 0.04, -0.04, -1.2, -12, 10, 0.007, -0.2, -0.0007, -0.0007, -0.0007, -0.0007, 0.0000, 0.0000, 0.0000, 0.0000, -0.0007, 0.022
93, 7, 0.25, 0.09, 0.0, -11, -5, 0.001, -0.1, -0.0008, -0.0007, -0.0007, -0.0007, -0.0002, 0.0000, 0.0000, 0.0000, -0.0007, 0.023
-31, 9, 0.13, 0.11, 0.4, -11, -7, -0.008, -0.2, -0.0008, -0.0008, -0.0008, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, -0.0008, 0.020
-26, 7, 0.03, 0.02, 0.6, -10, 8, -0.007, -0.9, -0.0008, -0.0008, -0.0008, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, -0.0008, 0.023
-128, 5, -0.17, 0.13, 0.4, -11, -9, -0.010, -0.4, -0.0008, -0.0009, -0.0009, -0.0009, 0.0001, 0.0000, 0.0000, 0.0000, -0.0009, 0.021
-194, 3, -0.17, -0.04, 0.2, -11, -2, 0.005, 2.3, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.020
102, -3, 0.16, -0.03, 0.2, -11, 7, 0.007, -0.1, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.021
146, 2, 0.25, 0.03, 0.5, -10, -1, 0.005, 0.5, -0.0006, -0.0006, -0.0006, -0.0006, -0.0002, 0.0000, 0.0000, 0.0000, -0.0006, 0.023
-234, 1, -0.12, 0.13, 1.0, -10, -11, -0.009, 0.0, -0.0008, -0.0008, -0.0008, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, -0.0008, 0.022
-323, -7, -0.22, 0.09, 0.7, -10, -3, -0.007, -0.4, -0.0008, -0.0008, -0.0008, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, -0.0008, 0.020
-328, -15, -0.30, 0.03, 0.4, -11, 4, -0.005, -0.3, -0.0006, -0.0007, -0.0007, -0.0008, 0.0001, 0.0000, 0.0001, 0.0000, -0.0008, 0.018
200, -21, 0.08, -0.12, -0.2, -11, 17, 0.011, -0.2, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.020
384, -10, 0.27, -0.02, 0.3, -11, 6, 0.008, 0.5, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.022
318, 3, 0.34, 0.10, 0.8, -10, -10, 0.002, 1.0, -0.0008, -0.0006, -0.0006, -0.0006, -0.0002, 0.0000, -0.0002, 0.0000, -0.0006, 0.023
-332, 3, -0.21, 0.16, 1.2, -10, -14, -0.010, 0.0, -0.0008, -0.0008, -0.0008, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, -0.0008, 0.020
-427, -19, -0.36, 0.05, 0.3, -11, 1, -0.002, -0.2, -0.0007, -0.0007, -0.0007, -0.0007, 0.0001, 0.0000, 0.0000, 0.0000, -0.0007, 0.019
139, -39, 0.23, -0.03, -0.5, -11, 8, 0.008, -0.1, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.020
-113, -34, 0.32, 0.07, -0.8, -12, -2, 0.005, -0.1, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.019
-54, -38, 0.39, 0.01, 0.1, -11, 4, 0.002, 0.1, -0.0007, -0.0006, -0.0006, -0.0006, -0.0002, 0.0000, 0.0000, 0.0000, -0.0006, 0.020
-72, -39, 0.29, 0.07, 0.6, -10, -8, -0.011, 0.4, -0.0008, -0.0008, -0.0008, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, -0.0008, 0.019
-81, -42, 0.16, 0.04, 0.9, -10, 1, -0.007, -0.5, -0.0007, -0.0007, -0.0007, -0.0007, 0.0000, 0.0000, 0.0000, 0.0000, -0.0007, 0.020
-83, -46, -0.23, 0.04, 0.9, -10, -1, -0.012, 0.0, -0.0009, -0.0009, -0.0009, -0.0009, 0.0000, 0.0000, 0.0000, 0.0000, -0.0009, 0.018
-27, -48, -0.38, 0.01, 0.4, -11, 6, -0.009, -0.7, -0.0008, -0.0008, -0.0008, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, -0.0008, 0.019
294, -17, 0.30, 0.04, -0.2, -11, 1, 0.003, -0.1, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.020
146, -6, 0.18, 0.11, 0.6, -10, -9, -0.007, -0.1, -0.0007, -0.0007, -0.0007, -0.0007, 0.0000, 0.0000, 0.0000, 0.0000, -0.0007, 0.021
-182, -6, -0.33, 0.14, 0.4, -11, -11, -0.016, 0.0, -0.0009, -0.0009, -0.0009, -0.0009, 0.0001, 0.0000, 0.0000, 0.0000, -0.0009, 0.018
-259, -10, -0.43, -0.05, 0.0, -11, -2, -0.008, 2.0, -0.0008, -0.0008, -0.0008, -0.0008, 0.0001, 0.0000, 0.0000, 0.0000, -0.0008, 0.017
-88, -16, -0.38, -0.05, -0.8, -12, 11, 0.006, -0.4, -0.0006, -0.0006, -0.0006, -0.0007, 0.0000, 0.0000, 0.0001, 0.0000, -0.0007, 0.016
330, -11, -0.09, -0.13, -1.4, -12, 19, 0.012, 0.2, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.018
509, -3, 0.06, 0.04, -1.4, -12, 5, 0.011, -1.9, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.019
550, 13, 0.22, 0.04, -1.2, -12, -1, 0.009, 0.5, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.020
188, 50, 0.24, 0.13, 0.7, -10, -11, -0.008, -0.1, -0.0008, -0.0007, -0.0007, -0.0007, -0.0002, 0.0000, 0.0000, 0.0000, -0.0007, 0.021
14, 52, 0.03, 0.14, 0.9, -10, -12, -0.015, 0.1, -0.0009, -0.0009, -0.0009, -0.0009, 0.0000, 0.0000, 0.0000, 0.0000, -0.0009, 0.020
-263, 40, -0.51, 0.09, -0.6, -11, -5, -0.007, 0.0, -0.0009, -0.0009, -0.0009, -0.0009, 0.0000, 0.0000, 0.0000, 0.0000, -0.0009, 0.018
275, 36, 0.49, 0.01, -0.6, -11, 5, 0.002, -0.2, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.019
-275, 14, 0.21, 0.09, -0.3, -11, -4, -0.008, -0.4, -0.0008, -0.0008, -0.0008, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, -0.0008, 0.018
462, 24, 0.25, 0.02, -0.5, -11, 4, 0.001, -0.1, -0.0007, -0.0007, -0.0007, -0.0007, 0.0000, 0.0000, 0.0000, 0.0000, -0.0007, 0.019
-534, 11, -0.28, 0.07, -0.5, -11, -2, 0.006, -0.1, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.018
-72, -35, 0.36, 0.01, 0.8, -10, 3, -0.005, -0.2, -0.0007, -0.0007, -0.0007, -0.0007, -0.0002, 0.0000, 0.0000, 0.0000, -0.0007, 0.019
-149, -40, 0.11, 0.07, 1.5, -9, -5, -0.010, 0.1, -0.0008, -0.0007, -0.0007, -0.0007, -0.0002, 0.0000, 0.0000, 0.0000, -0.0007, 0.020
-197, -43, -0.05, 0.11, 1.6, -9, -8, -0.021, -0.6, -0.0009, -0.0009, -0.0009, -0.0009, 0.0000, 0.0000, 0.0000, 0.0000, -0.0009, 0.019
-241, -48, -0.31, 0.05, 1.3, -10, 1, -0.018, -0.5, -0.0009, -0.0009, -0.0009, -0.0009, 0.0000, 0.0000, 0.0000, 0.0000, -0.0009, 0.018
-202, -56, -0.42, 0.00, 0.5, -11, 3, 0.001, 0.3, -0.0007, -0.0007, -0.0007, -0.0007, 0.0000, 0.0000, 0.0000, 0.0000, -0.0007, 0.017
373, -51, 0.01, -0.06, -0.9, -12, 12, 0.010, 0.0, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.018
528, -34, 0.20, 0.01, -0.7, -12, 6, 0.008, -0.3, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.019
383, 7, -0.01, 0.09, 0.2, -11, -6, -0.009, -0.1, -0.0008, -0.0008, -0.0008, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, -0.0008, 0.020
172, 17, -0.18, 0.15, 0.0, -11, -12, -0.008, -0.3, -0.0008, -0.0008, -0.0008, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, -0.0008, 0.019
6, 21, -0.24, 0.09, -0.8, -12, -5, -0.001, -0.1, -0.0006, -0.0006, -0.0006, -0.0007, 0.0001, 0.0000, 0.0001, 0.0000, -0.0007, 0.018
106, 23, 0.04, 0.01, -1.0, -12, 5, 0.010, -0.1, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.019
-311, 13, -0.20, 0.07, 0.1, -11, -3, 0.004, -0.3, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.018
84, -11, 0.22, 0.01, 0.6, -10, 4, 0.001, -0.1, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.019
-102, -9, -0.17, 0.09, 0.8, -10, -6, -0.010, 0.0, -0.0008, -0.0008, -0.0008, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, -0.0008, 0.018
357, 9, 0.33, 0.02, -0.2, -11, 3, 0.002, -0.1, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.019
321, 21, 0.27, 0.10, 0.6, -10, -7, -0.011, -0.4, -0.0008, -0.0008, -0.0008, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, -0.0008, 0.020
-16, 33, -0.46, 0.11, 0.1, -11, -8, -0.014, 0.0, -0.0009, -0.0009, -0.0009, -0.0009, 0.0001, 0.0000, 0.0000, 0.0000, -0.0009, 0.018
320, 48, 0.41, 0.01, -0.7, -12, 5, 0.009, -0.1, -0.0006, -0.0006, -0.0006, -0.0005, 0.0000, 0.0000, -0.0001, 0.0000, -0.0005, 0.019
344, 54, 0.46, 0.11, -0.3, -11, -4, 0.004, -1.5, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.020
272, 60, 0.48, 0.16, 0.4, -11, -12, -0.006, -0.9, -0.0008, -0.0008, -0.0008, -0.0007, 0.0000, 0.0000, -0.0002, 0.0000, -0.0007, 0.021
62, 64, 0.24, 0.16, 1.0, -10, -15, -0.017, 0.0, -0.0009, -0.0009, -0.0009, -0.0009, 0.0000, 0.0000, 0.0000, 0.0000, -0.0009, 0.020
-499, 48, -0.27, 0.15, 0.8, -10, -13, -0.010, 0.0, -0.0008, -0.0008, -0.0008, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, -0.0008, 0.018
-299, -18, 0.12, 0.01, -0.6, -12, 5, 0.008, 0.0, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.017
-270, -21, 0.17, -0.07, -0.6, -11, 5, 0.008, 0.5, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.018
-173, -29, 0.09, 0.04, -0.1, -11, 1, -0.007, -0.3, -0.0008, -0.0008, -0.0008, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, -0.0008, 0.017
394, -17, -0.10, -0.03, -0.3, -11, 8, -0.002, -0.1, -0.0007, -0.0007, -0.0007, -0.0007, 0.0000, 0.0000, 0.0000, 0.0000, -0.0007, 0.018
478, 6, -0.13, 0.04, -0.6, -11, 1, -0.002, 0.1, -0.0007, -0.0007, -0.0007, -0.0007, 0.0000, 0.0000, 0.0000, 0.0000, -0.0007, 0.019
193, 60, 0.06, 0.10, 0.1, -11, -7, -0.009, 0.0, -0.0008, -0.0008, -0.0008, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, -0.0008, 0.020
-380, 53, -0.17, 0.15, -0.4, -11, -12, -0.003, 0.0, -0.0007, -0.0007, -0.0007, -0.0007, 0.0000, 0.0000, 0.0000, 0.0000, -0.0007, 0.018
-366, 26, -0.02, 0.01, -0.9, -12, 4, 0.009, 0.1, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.017
-92, 14, 0.28, -0.06, -0.5, -11, 11, 0.010, 0.1, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.018
356, 40, 0.45, 0.03, -0.3, -11, 2, 0.002, 0.0, -0.0007, -0.0007, -0.0007, -0.0006, -0.0002, 0.0000, -0.0002, 0.0000, -0.0006, 0.019
296, 51, 0.35, 0.09, 0.5, -11, -6, -0.008, 0.3, -0.0007, -0.0007, -0.0007, -0.0007, 0.0000, 0.0000, 0.0000, 0.0000, -0.0007, 0.021
-102, 57, -0.08, 0.17, 1.0, -10, -15, -0.015, 0.1, -0.0009, -0.0009, -0.0009, -0.0009, 0.0000, 0.0000, 0.0000, 0.0000, -0.0009, 0.020
-266, 53, -0.21, 0.15, 0.8, -10, -14, -0.007, 0.2, -0.0007, -0.0007, -0.0007, -0.0007, 0.0001, 0.0000, 0.0000, 0.0000, -0.0007, 0.018
-71, 20, 0.32, 0.01, 0.8, -10, 4, 0.005, -0.1, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.019
-146, 17, 0.16, 0.10, 1.4, -10, -7, -0.013, -0.1, -0.0007, -0.0008, -0.0008, -0.0008, 0.0001, 0.0000, 0.0000, 0.0000, -0.0008, 0.018
372, 57, 0.24, 0.01, -0.9, -12, 5, 0.013, -0.1, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.019
346, 76, 0.54, 0.07, 0.5, -11, -4, 0.004, -0.1, -0.0007, -0.0007, -0.0007, -0.0005, -0.0002, 0.0000, -0.0003, 0.0000, -0.0005, 0.020
-455, 73, -0.23, 0.16, 1.4, -10, -15, -0.012, 0.0, -0.0008, -0.0008, -0.0008, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, -0.0008, 0.018
-531, 44, -0.25, 0.02, 0.5, -10, 3, 0.006, -0.2, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.017
-56, 16, 0.22, -0.05, 0.4, -11, 10, 0.008, -0.1, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.018
253, 48, 0.29, 0.04, -0.5, -11, 2, 0.003, -0.1, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.019
-16, 60, 0.01, 0.11, 0.6, -10, -9, -0.010, -0.1, -0.0008, -0.0008, -0.0008, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, -0.0008, 0.020
-212, 55, -0.27, 0.12, 0.3, -11, -9, -0.011, -0.1, -0.0009, -0.0009, -0.0009, -0.0009, 0.0000, 0.0000, 0.0000, 0.0000, -0.0009, 0.018
-48, 9, -0.05, 0.04, -0.7, -12, 2, 0.006, 0.0, -0.0006, -0.0006, -0.0006, -0.0006, 0.0001, 0.0000, 0.0000, 0.0000, -0.0006, 0.017
177, 11, 0.21, -0.03, -0.5, -11, 9, 0.007, -0.2, -0.0007, -0.0006, -0.0006, -0.0005, -0.0002, 0.0000, -0.0001, 0.0000, -0.0005, 0.018
260, 87, 0.12, 0.06, 1.1, -10, -4, -0.015, 0.1, -0.0008, -0.0008, -0.0008, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, -0.0008, 0.019
-120, 94, -0.36, 0.12, 0.4, -11, -9, -0.008, 0.0, -0.0008, -0.0008, -0.0008, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, -0.0008, 0.018
13, 77, 0.42, 0.04, -0.3, -11, 2, 0.005, -0.2, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.020
-337, 71, 0.30, 0.17, 1.2, -10, -15, -0.010, -0.1, -0.0007, -0.0007, -0.0007, -0.0007, 0.0000, 0.0000, 0.0000, 0.0000, -0.0007, 0.018
-514, 33, -0.23, 0.06, 1.5, -10, -4, -0.015, 0.1, -0.0008, -0.0008, -0.0008, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, -0.0008, 0.017
-423, 9, -0.45, 0.00, 0.4, -11, 5, -0.005, -0.1, -0.0008, -0.0008, -0.0008, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, -0.0008, 0.016
172, -5, -0.13, -0.08, -1.2, -12, 14, 0.009, -0.1, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.017
348, 5, 0.03, -0.03, -1.3, -12, 8, 0.008, 0.3, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.018
426, 19, 0.21, 0.04, -1.1, -12, 3, 0.009, -0.1, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.019
-242, -20, -0.65, 0.03, -0.6, -11, 2, -0.007, 0.1, -0.0012, -0.0012, -0.0012, -0.0012, 0.0000, 0.0000, 0.0000, 0.0000, -0.0012, 0.030
-225, -23, -0.65, -0.02, -1.2, -11, 2, 0.011, 0.3, -0.0006, -0.0007, -0.0007, -0.0008, 0.0001, 0.0000, 0.0001, 0.0000, -0.0008, 0.029
-29, -30, -0.02, 0.01, -2.2, -12, 6, 0.019, -0.2, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.030
77, -22, 0.37, 0.06, -0.5, -10, -2, -0.001, -0.2, -0.0008, -0.0008, -0.0008, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, -0.0008, 0.029
123, -18, 0.26, 0.02, 0.6, -9, 2, -0.006, -0.1, -0.0009, -0.0009, -0.0009, -0.0009, 0.0000, 0.0000, 0.0000, 0.0000, -0.0009, 0.031
-12, -14, -0.15, 0.13, 0.8, -9, -9, -0.019, -0.3, -0.0012, -0.0012, -0.0012, -0.0012, 0.0000, 0.0000, 0.0000, 0.0000, -0.0012, 0.029
-75, -15, -0.28, 0.02, 0.6, -9, -7, -0.017, 1.3, -0.0012, -0.0012, -0.0012, -0.0012, 0.0000, 0.0000, 0.0000, 0.0000, -0.0012, 0.028
-86, -16, -0.38, -0.06, 0.4, -10, 2, -0.008, 1.2, -0.0009, -0.0009, -0.0009, -0.0010, 0.0000, 0.0000, 0.0001, 0.0000, -0.0010, 0.027
184, -12, -0.10, 0.01, -1.0, -11, 5, 0.007, -0.1, -0.0007, -0.0007, -0.0007, -0.0007, 0.0000, 0.0000, 0.0000, 0.0000, -0.0007, 0.029
165, -3, 0.02, 0.09, -1.1, -11, -4, 0.003, -0.3, -0.0008, -0.0008, -0.0008, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, -0.0008, 0.030
-95, 1, 0.16, 0.15, -0.8, -11, -11, 0.004, -0.1, -0.0008, -0.0008, -0.0008, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, -0.0008, 0.026
66, -4, 0.11, 0.01, 0.3, -10, 3, -0.009, -0.2, -0.0009, -0.0009, -0.0009, -0.0009, 0.0000, 0.0000, 0.0000, 0.0000, -0.0009, 0.028
-56, -2, -0.21, 0.09, 0.1, -10, -6, -0.007, -0.1, -0.0009, -0.0009, -0.0009, -0.0009, 0.0000, 0.0000, 0.0000, 0.0000, -0.0009, 0.027
-169, -8, -0.21, 0.09, -0.7, -11, -5, 0.002, 0.0, -0.0008, -0.0008, -0.0008, -0.0008, 0.0000, 0.0000, 0.0000, 0.0000, -0.0008, 0.023
162, -11, 0.11, -0.09, -0.9, -11, 14, 0.010, -0.2, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.027
179, -2, 0.29, 0.10, -0.4, -10, -5, 0.006, -0.4, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.029
-277, -4, 0.14, 0.19, 0.6, -9, -16, -0.009, 0.0, -0.0009, -0.0009, -0.0009, -0.0009, 0.0000, 0.0000, 0.0000, 0.0000, -0.0009, 0.024
-103, -33, -0.06, 0.01, -0.7, -11, 4, 0.011, -0.1, -0.0005, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.023
100, -34, 0.30, -0.07, -0.4, -10, 10, 0.015, -0.1, -0.0005, -0.0004, -0.0004, -0.0004, -0.0001, 0.0000, 0.0000, 0.0000, -0.0004, 0.026
25, -26, 0.46, 0.10, 1.5, -9, -7, -0.006, -0.5, -0.0007, -0.0007, -0.0007, -0.0007, 0.0000, 0.0000, 0.0000, 0.0000, -0.0007, 0.025
-17, -26, 0.43, 0.02, 1.8, -8, -8, -0.006, 0.5, -0.0007, -0.0007, -0.0007, -0.0007, 0.0000, 0.0000, 0.0000, 0.0000, -0.0007, 0.024
114, -18, -0.45, 0.01, 1.3, -9, 2, -0.002, 0.0, -0.0007, -0.0007, -0.0007, -0.0007, 0.0000, 0.0000, 0.0000, 0.0000, -0.0007, 0.023
259, 0, -0.06, 0.02, -0.6, -10, 3, 0.010, -0.1, -0.0005, -0.0005, -0.0005, -0.0005, 0.0000, 0.0000, 0.0000, 0.0000, -0.0005, 0.024
265, 5, 0.03, 0.14, -0.6, -11, -6, 0.007, -1.7, -0.0005, -0.0005, -0.0005, -0.0006, 0.0000, 0.0000, 0.0001, 0.0000, -0.0006, 0.025
124, 11, 0.26, 0.12, -0.3, -10, -11, 0.012, 0.4, -0.0005, -0.0005, -0.0005, -0.0005, -0.0001, 0.0000, 0.0000, 0.0000, -0.0005, 0.024
-67, 12, 0.36, 0.10, 0.7, -9, -7, 0.001, 0.0, -0.0006, -0.0006, -0.0006, -0.0006, 0.0000, 0.0000, 0.0000, 0.0000, -0.0006, 0.025
-93, 11, 0.36, 0.10, 0.8, -9, -8, 0.000, -0.2, -0.0007, -0.0007, -0.0007, -0.0006, 0.0000, 0.0000, -0.0002, 0.0000, -0.0006, 0.023
-184, 4, 0.25, 0.05, 1.7, -8, -3, -0.006, -0.1, -0.0007, -0.0007, -0.0007, -0.0007, 0.0000, 0.0000, 0.0000, 0.0000, -0.0007, 0.024
